OrderNumber,OrderDate,Customer Name Index,Channel,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Revenue,Total Unit Cost
SO - 0001113,07-07-2013,7,Wholesale,NXH382,57,2,11,3390.20,37292.20,1932.41
SO - 0001114,07-07-2013,34,Export,NXH382,54,4,11,221.10,2432.10,108.34
SO - 0001115,07-07-2013,14,Wholesale,NXH382,51,1,12,3993.20,47918.40,3034.83
SO - 0001116,07-07-2013,43,Wholesale,FLR025,61,1,8,2519.20,20153.60,1612.29
SO - 0001117,07-07-2013,11,Wholesale,AXW291,4,7,12,3953.00,47436.00,2964.75
SO - 0001118,07-07-2013,12,Wholesale,NXH382,55,7,11,1092.10,12013.10,840.92
SO - 0001119,07-07-2013,26,Wholesale,AXW291,16,2,6,5835.70,35014.20,4726.92
SO - 0001120,08-07-2013,31,Wholesale,AXW291,19,2,6,1701.80,10210.80,1276.35
SO - 0001121,08-07-2013,31,Distributor,AXW291,4,1,6,6117.10,36702.60,4343.14
SO - 0001122,08-07-2013,6,Wholesale,FLR025,60,11,12,1829.10,21949.20,1188.92
SO - 0001123,08-07-2013,48,Distributor,FLR025,66,13,12,3932.90,47194.80,2477.73
SO - 0001124,09-07-2013,20,Wholesale,AXW291,18,7,11,1695.10,18646.10,1101.82
SO - 0001125,09-07-2013,18,Wholesale,GUT930,36,1,8,180.90,1447.20,130.25
SO - 0001126,09-07-2013,2,Wholesale,AXW291,23,1,10,877.70,8777.00,631.94
SO - 0001127,09-07-2013,45,Distributor,AXW291,15,11,9,2646.50,23818.50,1984.88
SO - 0001128,09-07-2013,25,Distributor,AXW291,14,7,7,5132.20,35925.40,2206.85
SO - 0001129,09-07-2013,21,Distributor,AXW291,9,9,5,5112.10,25560.50,3271.74
SO - 0001130,09-07-2013,47,Wholesale,GUT930,40,2,9,1065.30,9587.70,522.00
SO - 0001131,10-07-2013,13,Wholesale,GUT930,39,7,9,3269.60,29426.40,2059.85
SO - 0001132,10-07-2013,28,Export,NXH382,57,2,12,6070.20,72842.40,3277.91
SO - 0001133,10-07-2013,3,Distributor,AXW291,6,13,5,1279.70,6398.50,857.40
SO - 0001134,10-07-2013,41,Distributor,AXW291,14,6,5,3061.90,15309.50,2449.52
SO - 0001135,10-07-2013,24,Export,GUT930,42,7,6,2646.50,15879.00,1217.39
SO - 0001136,10-07-2013,28,Wholesale,AXW291,31,2,6,5232.70,31396.20,3767.54
SO - 0001137,11-07-2013,19,Distributor,AXW291,19,7,9,3986.50,35878.50,3268.93
SO - 0001138,11-07-2013,8,Wholesale,NXH382,56,5,12,247.90,2974.80,178.49
SO - 0001139,12-07-2013,37,Wholesale,AXW291,21,11,9,221.10,1989.90,141.50
SO - 0001140,12-07-2013,12,Wholesale,FLR025,65,1,9,1118.90,10070.10,492.32
SO - 0001141,12-07-2013,11,Wholesale,AXW291,27,1,9,5433.70,48903.30,2825.52
SO - 0001142,12-07-2013,17,Wholesale,NXH382,53,7,7,3028.40,21198.80,1756.47
SO - 0001143,12-07-2013,22,Distributor,NXH382,54,1,11,3892.70,42819.70,2296.69
SO - 0001144,13-07-2013,38,Wholesale,GUT930,41,11,8,2579.50,20636.00,2089.40
SO - 0001145,13-07-2013,6,Wholesale,AXW291,24,7,9,1809.00,16281.00,1230.12
SO - 0001146,13-07-2013,22,Wholesale,GUT930,39,2,10,5118.80,51188.00,2457.02
SO - 0001147,13-07-2013,42,Distributor,GUT930,44,1,9,978.20,8803.80,753.21
SO - 0001148,14-07-2013,29,Wholesale,GUT930,39,9,8,770.50,6164.00,554.76
SO - 0001149,14-07-2013,39,Distributor,AXW291,4,1,12,1085.40,13024.80,759.78
SO - 0001150,14-07-2013,15,Wholesale,NXH382,56,7,12,1989.90,23878.80,795.96
SO - 0001151,14-07-2013,4,Wholesale,AXW291,4,11,10,2907.80,29078.00,2180.85
SO - 0001152,14-07-2013,32,Wholesale,AXW291,10,13,5,1165.80,5829.00,886.01
SO - 0001153,14-07-2013,26,Wholesale,AXW291,21,2,6,5715.10,34290.60,4343.48
SO - 0001154,15-07-2013,35,Wholesale,AXW291,29,7,10,1695.10,16951.00,1254.37
SO - 0001155,15-07-2013,18,Wholesale,AXW291,28,4,9,1038.50,9346.50,643.87
SO - 0001156,15-07-2013,32,Export,NXH382,57,11,12,5788.80,69465.60,2778.62
SO - 0001157,16-07-2013,9,Export,AXW291,4,7,12,2237.80,26853.60,1118.90
SO - 0001158,16-07-2013,46,Export,NXH382,60,9,10,1132.30,11323.00,871.87
SO - 0001159,16-07-2013,19,Wholesale,AXW291,16,13,5,891.10,4455.50,552.48
SO - 0001160,16-07-2013,41,Distributor,AXW291,4,3,5,3819.00,19095.00,3055.20
SO - 0001161,16-07-2013,9,Wholesale,NXH382,52,12,11,1232.80,13560.80,702.70
SO - 0001162,17-07-2013,25,Export,AXW291,3,7,6,6331.50,37989.00,2532.60
SO - 0001163,17-07-2013,2,Distributor,AXW291,9,1,8,917.90,7343.20,431.41
SO - 0001164,18-07-2013,38,Wholesale,GUT930,45,5,9,1333.30,11999.70,639.98
SO - 0001165,18-07-2013,43,Wholesale,AXW291,18,1,5,5467.20,27336.00,3444.34
SO - 0001166,18-07-2013,15,Export,NXH382,56,13,12,5896.00,70752.00,3950.32
SO - 0001167,18-07-2013,22,Wholesale,AXW291,14,2,8,1809.00,14472.00,1212.03
SO - 0001168,19-07-2013,26,Wholesale,AXW291,15,1,8,1112.20,8897.60,722.93
SO - 0001169,19-07-2013,1,Export,GUT930,34,7,10,2546.00,25460.00,1782.20
SO - 0001170,19-07-2013,34,Wholesale,GUT930,41,9,6,1139.00,6834.00,774.52
SO - 0001171,19-07-2013,49,Wholesale,GUT930,41,2,11,3872.60,42598.60,2362.29
SO - 0001172,20-07-2013,5,Wholesale,AXW291,7,13,9,1326.60,11939.40,809.23
SO - 0001173,20-07-2013,40,Wholesale,FLR025,63,5,10,2525.90,25259.00,1793.39
SO - 0001174,20-07-2013,3,Wholesale,AXW291,26,2,9,924.60,8321.40,564.01
SO - 0001175,20-07-2013,49,Wholesale,AXW291,23,9,11,261.30,2874.30,146.33
SO - 0001176,20-07-2013,50,Distributor,AXW291,3,1,9,234.50,2110.50,161.81
SO - 0001177,20-07-2013,35,Distributor,NXH382,59,11,12,5775.40,69304.80,4273.80
SO - 0001178,20-07-2013,35,Distributor,GUT930,33,11,11,3852.50,42377.50,2812.33
SO - 0001179,21-07-2013,9,Distributor,AXW291,27,9,12,1045.20,12542.40,585.31
SO - 0001180,21-07-2013,9,Export,FLR025,62,1,5,864.30,4321.50,535.87
SO - 0001181,21-07-2013,49,Distributor,AXW291,17,14,6,2559.40,15356.40,2124.30
SO - 0001182,22-07-2013,35,Wholesale,GUT930,37,2,10,1922.90,19229.00,999.91
SO - 0001183,22-07-2013,45,Distributor,AXW291,3,7,8,3979.80,31838.40,2865.46
SO - 0001184,22-07-2013,7,Wholesale,NXH382,54,5,12,917.90,11014.80,706.78
SO - 0001185,22-07-2013,8,Export,GUT930,32,5,7,3671.60,25701.20,1652.22
SO - 0001186,22-07-2013,14,Export,GUT930,37,13,10,1018.40,10184.00,651.78
SO - 0001187,22-07-2013,2,Distributor,AXW291,25,2,12,1051.90,12622.80,831.00
SO - 0001188,22-07-2013,17,Wholesale,AXW291,10,5,6,1025.10,6150.60,789.33
SO - 0001189,22-07-2013,46,Wholesale,NXH382,49,2,8,194.30,1554.40,83.55
SO - 0001190,23-07-2013,12,Export,AXW291,15,5,8,3993.20,31945.60,1836.87
SO - 0001191,23-07-2013,36,Distributor,AXW291,14,13,9,5567.70,50109.30,4175.78
SO - 0001192,23-07-2013,42,Distributor,AXW291,22,1,6,1065.30,6391.80,500.69
SO - 0001193,23-07-2013,5,Wholesale,AXW291,28,11,6,1072.00,6432.00,911.20
SO - 0001194,24-07-2013,41,Wholesale,NXH382,49,9,6,214.40,1286.40,154.37
SO - 0001195,24-07-2013,41,Wholesale,AXW291,8,13,6,5112.10,30672.60,2913.90
SO - 0001196,24-07-2013,11,Export,AXW291,29,1,11,904.50,9949.50,615.06
SO - 0001197,25-07-2013,6,Export,NXH382,55,8,8,2324.90,18599.20,1952.92
SO - 0001198,25-07-2013,32,Wholesale,GUT930,38,1,6,3993.20,23959.20,3314.36
SO - 0001199,26-07-2013,4,Wholesale,NXH382,51,11,6,1025.10,6150.60,594.56
SO - 0001200,26-07-2013,32,Wholesale,AXW291,20,2,12,1306.50,15678.00,888.42
SO - 0001201,26-07-2013,24,Wholesale,AXW291,5,11,6,254.60,1527.60,101.84
SO - 0001202,26-07-2013,48,Distributor,GUT930,42,7,9,1896.10,17064.90,1573.76
SO - 0001203,26-07-2013,10,Distributor,GUT930,34,11,7,1058.60,7410.20,571.64
SO - 0001204,27-07-2013,15,Wholesale,GUT930,46,5,5,4020.00,20100.00,2130.60
SO - 0001205,27-07-2013,31,Wholesale,AXW291,24,13,10,2003.30,20033.00,861.42
SO - 0001206,27-07-2013,13,Wholesale,GUT930,42,2,9,5165.70,46491.30,4029.25
SO - 0001207,27-07-2013,16,Wholesale,AXW291,11,1,8,5145.60,41164.80,3601.92
SO - 0001208,28-07-2013,5,Distributor,FLR025,60,5,5,1936.30,9681.50,1277.96
SO - 0001209,28-07-2013,1,Wholesale,AXW291,25,9,12,174.20,2090.40,114.97
SO - 0001210,29-07-2013,48,Wholesale,NXH382,54,7,10,1728.60,17286.00,1071.73
SO - 0001211,29-07-2013,37,Distributor,AXW291,11,5,7,1809.00,12663.00,1121.58
SO - 0001212,29-07-2013,22,Distributor,GUT930,33,2,7,3517.50,24622.50,2673.30
SO - 0001213,29-07-2013,23,Distributor,AXW291,3,11,12,2659.90,31918.80,2154.52
SO - 0001214,30-07-2013,24,Wholesale,NXH382,50,2,7,2351.70,16461.90,1716.74
SO - 0001215,30-07-2013,43,Wholesale,NXH382,56,1,6,180.90,1085.40,94.07
SO - 0001216,31-07-2013,21,Distributor,AXW291,20,7,8,1118.90,8951.20,581.83
SO - 0001217,31-07-2013,36,Wholesale,AXW291,28,1,6,2010.00,12060.00,1185.90
SO - 0001218,31-07-2013,19,Distributor,GUT930,34,11,8,1206.00,9648.00,795.96
SO - 0001219,31-07-2013,20,Wholesale,AXW291,1,7,5,180.90,904.50,130.25
SO - 0001220,01-08-2013,12,Wholesale,GUT930,44,1,7,3886.00,27202.00,2059.58
SO - 0001221,01-08-2013,12,Distributor,FLR025,65,11,8,6505.70,52045.60,4293.76
SO - 0001222,01-08-2013,4,Export,AXW291,7,5,6,1051.90,6311.40,820.48
SO - 0001223,01-08-2013,40,Wholesale,NXH382,52,1,9,1092.10,9828.90,524.21
SO - 0001224,01-08-2013,42,Wholesale,AXW291,3,5,8,2492.40,19939.20,1370.82
SO - 0001225,01-08-2013,17,Wholesale,FLR025,64,1,12,3892.70,46712.40,1868.50
SO - 0001226,01-08-2013,21,Wholesale,FLR025,66,5,7,2505.80,17540.60,2079.81
SO - 0001227,01-08-2013,50,Wholesale,GUT930,46,5,11,824.10,9065.10,395.57
SO - 0001228,01-08-2013,35,Distributor,GUT930,46,1,10,690.10,6901.00,441.66
SO - 0001229,02-08-2013,25,Distributor,AXW291,12,13,8,2365.10,18920.80,1206.20
SO - 0001230,02-08-2013,42,Distributor,AXW291,12,13,10,1072.00,10720.00,460.96
SO - 0001231,02-08-2013,17,Distributor,FLR025,64,9,6,1065.30,6391.80,468.73
SO - 0001232,03-08-2013,8,Wholesale,GUT930,46,14,5,2586.20,12931.00,1396.55
SO - 0001233,03-08-2013,46,Wholesale,NXH382,59,10,12,207.70,2492.40,151.62
SO - 0001234,03-08-2013,26,Wholesale,AXW291,9,1,8,4006.60,32052.80,2283.76
SO - 0001235,03-08-2013,40,Export,AXW291,10,5,5,2331.60,11658.00,1095.85
SO - 0001236,03-08-2013,31,Export,AXW291,18,1,11,1018.40,11202.40,600.86
SO - 0001237,04-08-2013,18,Wholesale,AXW291,3,11,11,5628.00,61908.00,4108.44
SO - 0001238,04-08-2013,49,Wholesale,AXW291,22,5,10,2546.00,25460.00,1782.20
SO - 0001239,04-08-2013,19,Wholesale,FLR025,60,1,7,857.60,6003.20,668.93
SO - 0001240,04-08-2013,16,Distributor,AXW291,16,2,5,3906.10,19530.50,1757.75
SO - 0001241,05-08-2013,11,Wholesale,NXH382,47,6,5,1005.00,5025.00,783.90
SO - 0001242,05-08-2013,39,Wholesale,NXH382,55,9,12,844.20,10130.40,388.33
SO - 0001243,05-08-2013,45,Wholesale,AXW291,6,4,9,1031.80,9286.20,515.90
SO - 0001244,05-08-2013,6,Wholesale,NXH382,55,7,12,924.60,11095.20,591.74
SO - 0001245,05-08-2013,46,Export,NXH382,54,13,8,1072.00,8576.00,825.44
SO - 0001246,06-08-2013,32,Distributor,AXW291,14,7,11,261.30,2874.30,172.46
SO - 0001247,06-08-2013,45,Distributor,AXW291,7,6,8,1065.30,8522.40,894.85
SO - 0001248,06-08-2013,38,Distributor,GUT930,42,13,10,1929.60,19296.00,1254.24
SO - 0001249,06-08-2013,17,Export,AXW291,5,2,10,5460.50,54605.00,3494.72
SO - 0001250,06-08-2013,27,Export,GUT930,42,1,11,1815.70,19972.70,1180.21
SO - 0001251,07-08-2013,42,Distributor,AXW291,31,7,12,944.70,11336.40,387.33
SO - 0001252,07-08-2013,8,Wholesale,FLR025,63,2,7,850.90,5956.30,553.09
SO - 0001253,07-08-2013,40,Wholesale,AXW291,13,7,6,207.70,1246.20,174.47
SO - 0001254,07-08-2013,22,Distributor,AXW291,20,9,12,1916.20,22994.40,823.97
SO - 0001255,07-08-2013,28,Distributor,GUT930,41,4,8,1889.40,15115.20,963.59
SO - 0001256,07-08-2013,4,Wholesale,AXW291,17,7,12,241.20,2894.40,185.72
SO - 0001257,08-08-2013,3,Distributor,AXW291,21,7,11,6016.60,66182.60,4392.12
SO - 0001258,08-08-2013,42,Distributor,AXW291,7,5,6,1072.00,6432.00,621.76
SO - 0001259,08-08-2013,50,Distributor,AXW291,1,1,8,3825.70,30605.60,2601.48
SO - 0001260,08-08-2013,1,Wholesale,FLR025,64,11,12,2814.00,33768.00,2166.78
SO - 0001261,08-08-2013,33,Wholesale,NXH382,49,5,7,2619.70,18337.90,1807.59
SO - 0001262,08-08-2013,48,Export,AXW291,29,10,10,1118.90,11189.00,525.88
SO - 0001263,09-08-2013,7,Wholesale,AXW291,31,2,12,1072.00,12864.00,514.56
SO - 0001264,09-08-2013,20,Wholesale,AXW291,31,11,7,3946.30,27624.10,1617.98
SO - 0001265,09-08-2013,25,Wholesale,NXH382,57,1,9,241.20,2170.80,166.43
SO - 0001266,10-08-2013,46,Distributor,AXW291,28,2,10,241.20,2412.00,156.78
SO - 0001267,10-08-2013,9,Export,NXH382,47,11,6,1005.00,6030.00,854.25
SO - 0001268,10-08-2013,42,Export,AXW291,25,1,12,234.50,2814.00,178.22
SO - 0001269,10-08-2013,33,Wholesale,AXW291,26,7,6,904.50,5427.00,741.69
SO - 0001270,10-08-2013,12,Wholesale,AXW291,16,10,12,1085.40,13024.80,477.58
SO - 0001271,10-08-2013,3,Distributor,AXW291,16,2,11,1018.40,11202.40,600.86
SO - 0001272,10-08-2013,46,Distributor,AXW291,5,13,6,261.30,1567.80,180.30
SO - 0001273,10-08-2013,25,Distributor,NXH382,53,5,7,3939.60,27577.20,2166.78
SO - 0001274,11-08-2013,34,Distributor,NXH382,55,2,8,6117.10,48936.80,3364.41
SO - 0001275,11-08-2013,4,Wholesale,AXW291,22,1,11,1775.50,19530.50,1207.34
SO - 0001276,11-08-2013,1,Distributor,AXW291,28,10,5,1005.00,5025.00,683.40
SO - 0001277,11-08-2013,48,Distributor,FLR025,66,13,5,1159.10,5795.50,985.24
SO - 0001278,12-08-2013,11,Distributor,GUT930,47,13,8,241.20,1929.60,200.20
SO - 0001279,12-08-2013,45,Wholesale,GUT930,33,5,9,5936.20,53425.80,3264.91
SO - 0001280,12-08-2013,23,Distributor,NXH382,56,1,7,931.30,6519.10,391.15
SO - 0001281,12-08-2013,9,Distributor,AXW291,23,1,9,1299.80,11698.20,623.90
SO - 0001282,12-08-2013,15,Export,AXW291,11,5,6,5373.40,32240.40,2364.30
SO - 0001283,12-08-2013,38,Wholesale,FLR025,60,11,10,2224.40,22244.00,1801.76
SO - 0001284,12-08-2013,43,Distributor,GUT930,34,11,5,2673.30,13366.50,1684.18
SO - 0001285,12-08-2013,13,Distributor,NXH382,53,2,11,3999.90,43998.90,2559.94
SO - 0001286,13-08-2013,18,Wholesale,GUT930,41,1,5,3845.80,19229.00,3268.93
SO - 0001287,13-08-2013,44,Wholesale,AXW291,23,1,11,2311.50,25426.50,1433.13
SO - 0001288,13-08-2013,43,Distributor,FLR025,64,11,6,1112.20,6673.20,444.88
SO - 0001289,13-08-2013,21,Export,AXW291,25,6,9,1031.80,9286.20,588.13
SO - 0001290,13-08-2013,30,Distributor,AXW291,21,13,9,891.10,8019.90,650.50
SO - 0001291,14-08-2013,10,Wholesale,AXW291,15,7,5,6103.70,30518.50,4394.66
SO - 0001292,14-08-2013,48,Wholesale,NXH382,52,11,10,5547.60,55476.00,3217.61
SO - 0001293,14-08-2013,13,Wholesale,NXH382,59,2,8,683.40,5467.20,396.37
SO - 0001294,14-08-2013,1,Wholesale,AXW291,8,11,8,5058.50,40468.00,2782.18
SO - 0001295,15-08-2013,17,Wholesale,FLR025,60,14,12,2485.70,29828.40,1217.99
SO - 0001296,15-08-2013,31,Wholesale,GUT930,42,5,6,6056.80,36340.80,2907.26
SO - 0001297,15-08-2013,19,Distributor,NXH382,59,7,5,3819.00,19095.00,2367.78
SO - 0001298,15-08-2013,33,Distributor,NXH382,50,5,12,951.40,11416.80,437.64
SO - 0001299,15-08-2013,38,Distributor,AXW291,22,11,9,1172.50,10552.50,926.28
SO - 0001300,16-08-2013,36,Wholesale,GUT930,36,7,7,2586.20,18103.40,1396.55
SO - 0001301,16-08-2013,10,Export,NXH382,55,7,6,234.50,1407.00,194.64
SO - 0001302,16-08-2013,3,Distributor,AXW291,11,11,9,1192.60,10733.40,632.08
SO - 0001303,16-08-2013,13,Wholesale,NXH382,53,5,10,3249.50,32495.00,2697.09
SO - 0001304,16-08-2013,10,Distributor,AXW291,29,2,11,5607.90,61686.90,3757.29
SO - 0001305,16-08-2013,49,Export,GUT930,36,1,8,1098.80,8790.40,868.05
SO - 0001306,17-08-2013,9,Distributor,AXW291,5,9,9,1936.30,17426.70,1394.14
SO - 0001307,17-08-2013,33,Export,AXW291,4,9,12,6371.70,76460.40,4460.19
SO - 0001308,17-08-2013,46,Distributor,NXH382,56,2,8,897.80,7182.40,736.20
SO - 0001309,17-08-2013,14,Distributor,FLR025,65,2,12,837.50,10050.00,586.25
SO - 0001310,17-08-2013,13,Wholesale,AXW291,2,10,7,737.00,5159.00,626.45
SO - 0001311,17-08-2013,39,Wholesale,GUT930,44,13,6,180.90,1085.40,146.53
SO - 0001312,17-08-2013,38,Wholesale,FLR025,63,2,9,3463.90,31175.10,1662.67
SO - 0001313,18-08-2013,20,Wholesale,AXW291,8,9,9,180.90,1628.10,85.02
SO - 0001314,18-08-2013,8,Wholesale,AXW291,26,11,7,971.50,6800.50,777.20
SO - 0001315,18-08-2013,29,Export,GUT930,33,7,7,2472.30,17306.10,1310.32
SO - 0001316,18-08-2013,7,Wholesale,FLR025,60,4,9,2385.20,21466.80,1025.64
SO - 0001317,19-08-2013,14,Wholesale,AXW291,12,11,11,227.80,2505.80,150.35
SO - 0001318,19-08-2013,43,Wholesale,NXH382,55,8,8,1983.20,15865.60,1487.40
SO - 0001319,19-08-2013,34,Wholesale,GUT930,44,11,6,3973.10,23838.60,2423.59
SO - 0001320,19-08-2013,24,Wholesale,AXW291,15,13,10,3926.20,39262.00,2120.15
SO - 0001321,19-08-2013,29,Wholesale,AXW291,4,5,6,2412.00,14472.00,2001.96
SO - 0001322,19-08-2013,12,Wholesale,FLR025,61,2,12,207.70,2492.40,137.08
SO - 0001323,19-08-2013,1,Distributor,GUT930,33,2,9,3155.70,28401.30,1924.98
SO - 0001324,19-08-2013,13,Wholesale,GUT930,45,10,9,991.60,8924.40,475.97
SO - 0001325,20-08-2013,48,Distributor,AXW291,5,13,12,1185.90,14230.80,913.14
SO - 0001326,20-08-2013,3,Distributor,AXW291,1,11,12,201.00,2412.00,152.76
SO - 0001327,20-08-2013,43,Wholesale,FLR025,64,1,10,1159.10,11591.00,834.55
SO - 0001328,20-08-2013,5,Distributor,AXW291,14,2,11,2653.20,29185.20,1247.00
SO - 0001329,21-08-2013,37,Wholesale,NXH382,59,2,5,3932.90,19664.50,1691.15
SO - 0001330,22-08-2013,14,Wholesale,AXW291,30,2,11,2680.00,29480.00,2010.00
SO - 0001331,22-08-2013,46,Wholesale,AXW291,12,2,8,2385.20,19081.60,1836.60
SO - 0001332,22-08-2013,3,Distributor,AXW291,19,1,11,1949.70,21446.70,1559.76
SO - 0001333,22-08-2013,30,Wholesale,NXH382,50,5,6,1139.00,6834.00,489.77
SO - 0001334,22-08-2013,25,Distributor,NXH382,57,11,10,2646.50,26465.00,1561.44
SO - 0001335,22-08-2013,44,Wholesale,AXW291,17,2,7,221.10,1547.70,185.72
SO - 0001336,23-08-2013,23,Wholesale,AXW291,23,1,6,1025.10,6150.60,574.06
SO - 0001337,23-08-2013,42,Wholesale,NXH382,58,4,6,268.00,1608.00,125.96
SO - 0001338,23-08-2013,42,Wholesale,NXH382,57,7,6,1098.80,6592.80,912.00
SO - 0001339,23-08-2013,4,Wholesale,AXW291,28,1,6,2653.20,15919.20,1538.86
SO - 0001340,23-08-2013,30,Distributor,GUT930,40,7,5,2237.80,11189.00,1297.92
SO - 0001341,23-08-2013,26,Distributor,AXW291,13,7,9,1922.90,17306.10,884.53
SO - 0001342,23-08-2013,40,Distributor,FLR025,63,5,9,5380.10,48420.90,4304.08
SO - 0001343,23-08-2013,22,Wholesale,AXW291,18,2,12,1078.70,12944.40,528.56
SO - 0001344,23-08-2013,49,Wholesale,AXW291,2,7,5,2271.30,11356.50,1294.64
SO - 0001345,24-08-2013,8,Wholesale,AXW291,22,2,9,5473.90,49265.10,2846.43
SO - 0001346,24-08-2013,34,Distributor,GUT930,40,1,5,2371.80,11859.00,1541.67
SO - 0001347,24-08-2013,35,Export,AXW291,26,8,11,877.70,9654.70,465.18
SO - 0001348,25-08-2013,37,Wholesale,GUT930,43,13,8,1688.40,13507.20,759.78
SO - 0001349,25-08-2013,25,Wholesale,NXH382,49,7,7,1246.20,8723.40,710.33
SO - 0001350,25-08-2013,50,Export,NXH382,47,10,8,187.60,1500.80,121.94
SO - 0001351,25-08-2013,43,Distributor,AXW291,13,11,6,1018.40,6110.40,712.88
SO - 0001352,25-08-2013,9,Wholesale,AXW291,4,5,11,1721.90,18940.90,792.07
SO - 0001353,26-08-2013,34,Distributor,AXW291,17,13,6,3082.00,18492.00,1541.00
SO - 0001354,26-08-2013,14,Wholesale,AXW291,14,9,5,2010.00,10050.00,1346.70
SO - 0001355,26-08-2013,44,Wholesale,FLR025,65,5,6,3946.30,23677.80,3314.89
SO - 0001356,26-08-2013,37,Wholesale,AXW291,12,13,9,2633.10,23697.90,1132.23
SO - 0001357,26-08-2013,20,Distributor,GUT930,44,1,7,2894.40,20260.80,1389.31
SO - 0001358,26-08-2013,5,Wholesale,FLR025,60,14,8,871.00,6968.00,600.99
SO - 0001359,26-08-2013,31,Distributor,AXW291,18,7,11,1118.90,12307.90,548.26
SO - 0001360,26-08-2013,6,Wholesale,AXW291,17,2,11,3048.50,33533.50,1768.13
SO - 0001361,27-08-2013,34,Wholesale,NXH382,51,2,8,3276.30,26210.40,1539.86
SO - 0001362,27-08-2013,16,Wholesale,NXH382,51,2,12,1132.30,13587.60,520.86
SO - 0001363,27-08-2013,5,Export,AXW291,26,7,10,964.80,9648.00,762.19
SO - 0001364,27-08-2013,32,Distributor,AXW291,11,7,6,268.00,1608.00,155.44
SO - 0001365,27-08-2013,28,Wholesale,GUT930,38,2,8,978.20,7825.60,665.18
SO - 0001366,27-08-2013,29,Export,AXW291,8,13,8,3872.60,30980.80,2672.09
SO - 0001367,27-08-2013,43,Distributor,AXW291,18,12,6,2954.70,17728.20,2511.50
SO - 0001368,27-08-2013,47,Wholesale,NXH382,57,7,12,2418.70,29024.40,1330.29
SO - 0001369,27-08-2013,11,Wholesale,GUT930,45,6,7,2217.70,15523.90,953.61
SO - 0001370,27-08-2013,8,Distributor,AXW291,31,2,11,3564.40,39208.40,2495.08
SO - 0001371,27-08-2013,36,Wholesale,GUT930,38,11,7,1835.80,12850.60,1468.64
SO - 0001372,27-08-2013,41,Export,AXW291,16,7,11,2626.40,28890.40,2153.65
SO - 0001373,28-08-2013,17,Distributor,AXW291,2,5,12,2532.60,30391.20,1848.80
SO - 0001374,28-08-2013,43,Wholesale,AXW291,17,2,7,2391.90,16743.30,1770.01
SO - 0001375,28-08-2013,39,Wholesale,FLR025,63,14,7,817.40,5721.80,621.22
SO - 0001376,28-08-2013,20,Wholesale,AXW291,4,7,12,3939.60,47275.20,1575.84
SO - 0001377,29-08-2013,30,Wholesale,NXH382,57,13,6,3182.50,19095.00,1686.73
SO - 0001378,29-08-2013,19,Wholesale,AXW291,6,13,11,1728.60,19014.60,1279.16
SO - 0001379,29-08-2013,27,Wholesale,NXH382,48,1,7,2680.00,18760.00,2170.80
SO - 0001380,29-08-2013,24,Export,AXW291,18,13,12,991.60,11899.20,654.46
SO - 0001381,29-08-2013,30,Distributor,FLR025,61,1,10,254.60,2546.00,124.75
SO - 0001382,30-08-2013,39,Distributor,AXW291,4,7,6,3899.40,23396.40,2417.63
SO - 0001383,30-08-2013,17,Distributor,GUT930,40,4,6,3966.40,23798.40,2736.82
SO - 0001384,30-08-2013,14,Wholesale,GUT930,33,9,11,1299.80,14297.80,1039.84
SO - 0001385,30-08-2013,44,Wholesale,NXH382,58,1,9,3805.60,34250.40,3158.65
SO - 0001386,30-08-2013,13,Distributor,AXW291,30,2,10,1045.20,10452.00,637.57
SO - 0001387,31-08-2013,8,Wholesale,NXH382,55,2,11,3021.70,33238.70,1450.42
SO - 0001388,31-08-2013,9,Wholesale,NXH382,55,7,10,261.30,2613.00,216.88
SO - 0001389,31-08-2013,13,Distributor,AXW291,5,7,10,6505.70,65057.00,4944.33
SO - 0001390,31-08-2013,9,Wholesale,GUT930,39,1,5,1835.80,9179.00,789.39
SO - 0001391,31-08-2013,27,Wholesale,GUT930,34,9,10,3912.80,39128.00,1995.53
SO - 0001392,01-09-2013,49,Export,NXH382,53,3,9,2505.80,22552.20,1303.02
SO - 0001393,01-09-2013,20,Wholesale,AXW291,29,12,11,857.60,9433.60,548.86
SO - 0001394,01-09-2013,15,Wholesale,FLR025,65,9,5,964.80,4824.00,762.19
SO - 0001395,01-09-2013,34,Wholesale,AXW291,10,7,7,5695.00,39865.00,2334.95
SO - 0001396,01-09-2013,12,Wholesale,GUT930,45,9,9,1005.00,9045.00,753.75
SO - 0001397,02-09-2013,35,Distributor,GUT930,46,2,5,2338.30,11691.50,1800.49
SO - 0001398,02-09-2013,17,Wholesale,NXH382,49,11,12,1011.70,12140.40,435.03
SO - 0001399,02-09-2013,3,Distributor,GUT930,33,6,12,857.60,10291.20,557.44
SO - 0001400,03-09-2013,48,Distributor,FLR025,66,7,8,221.10,1768.80,183.51
SO - 0001401,03-09-2013,14,Wholesale,NXH382,57,14,9,1715.20,15436.80,943.36
SO - 0001402,03-09-2013,34,Wholesale,AXW291,12,13,6,2264.60,13587.60,1494.64
SO - 0001403,03-09-2013,50,Distributor,GUT930,44,5,10,1005.00,10050.00,452.25
SO - 0001404,03-09-2013,19,Distributor,AXW291,19,8,9,3812.30,34310.70,2211.13
